"Season","Name","PA","Team","WAR","pythW","pythL","WARSHARE"
2008,"Austin Kearns",357,"WSN",0.4,62,99,0.00645161290322581
2009,"Carlos Beltrán",357,"NYM",2.9,72,90,0.0402777777777778
2010,"Ramon Santiago",367,"DET",2,82,80,0.024390243902439
2010,"Edwin Encarnación",367,"TOR",1.7,84,78,0.0202380952380952
2012,"Chris Johnson",368,"HOU",0.7,59,103,0.011864406779661
2012,"Anthony Rizzo",368,"CHC",1.6,65,97,0.0246153846153846
2023,"Jorge Mateo",350,"BAL",0.7,94,68,0.0074468085106383
2005,"Xavier Nady",356,"SDP",0.8,77,85,0.0103896103896104
2005,"Nook Logan",356,"DET",1.6,75,87,0.0213333333333333
2004,"Juan Encarnacion",350,"LAD",0.6,89,73,0.00674157303370787
2001,"J.T. Snow",348,"SFG",0.6,86,76,0.00697674418604651
2007,"Nook Logan",350,"WSN",0.5,70,92,0.00714285714285714
2021,"Kevin Pillar",347,"NYM",0.6,77,85,0.00779220779220779
2021,"Guillermo Heredia",347,"ATL",0.6,94,67,0.00638297872340425
2003,"Craig Counsell",351,"ARI",0.3,84,78,0.00357142857142857
2003,"Abraham O. Nunez",351,"PIT",0,76,86,0
2008,"Geoff Blum",356,"HOU",1.1,77,84,0.0142857142857143
2008,"Jody Gerut",356,"SDP",2.9,68,94,0.0426470588235294
2023,"Taylor Walls",349,"TBR",0.8,100,62,0.008
2006,"Jason Lane",345,"HOU",0.4,83,79,0.00481927710843374
2013,"Alex Avila",379,"DET",1.4,99,63,0.0141414141414141
2004,"Chad Moeller",349,"MIL",-1.1,68,93,-0.0161764705882353
2024,"Willson Contreras",358,"STL",2.6,76,86,0.0342105263157895
2022,"Manuel Margot",363,"TBR",1.3,87,75,0.0149425287356322
2001,"David Segui",347,"BAL",1.7,67,94,0.0253731343283582
2001,"David Ortiz",347,"MIN",0.3,81,81,0.0037037037037037
2014,"Steve Pearce",383,"BAL",4.5,94,68,0.0478723404255319
2019,"Didi Gregorius",344,"NYY",-0.5,99,63,-0.00505050505050505
2015,"Rajai Davis",370,"DET",1,69,92,0.0144927536231884
2015,"Marwin Gonzalez",370,"HOU",1.5,93,69,0.0161290322580645
2002,"Mike Lamb",355,"TEX",-0.2,78,84,-0.00256410256410256
2021,"Nelson Cruz",346,"MIN",1.8,71,91,0.0253521126760563
2021,"Starlin Castro",346,"WSN",0.8,72,90,0.0111111111111111
2010,"Magglio Ordonez",365,"DET",2.4,82,80,0.0292682926829268
2009,"Ben Francisco",355,"CLE",0.2,73,89,0.00273972602739726
2016,"Michael Bourn",358,"ARI",-0.2,69,93,-0.00289855072463768
2018,"Jay Bruce",361,"NYM",-0.5,78,84,-0.00641025641025641
2013,"Oswaldo Arcia",378,"MIN",0.1,63,99,0.00158730158730159
2004,"Ken Griffey Jr.",348,"CIN",-0.2,67,95,-0.00298507462686567
2019,"Lourdes Gurriel Jr.",343,"TOR",1.7,71,91,0.023943661971831
2002,"Juan Encarnacion",354,"CIN",1.1,75,87,0.0146666666666667
2007,"David Ross",348,"CIN",0.5,75,87,0.00666666666666667
2003,"Jose Guillen",349,"CIN",3.2,63,99,0.0507936507936508
2023,"Byron Buxton",347,"MIN",0.6,93,69,0.00645161290322581
2023,"Alec Burleson",347,"STL",-0.6,71,91,-0.00845070422535211
2013,"Ike Davis",377,"NYM",-0.2,74,88,-0.0027027027027027
2018,"Chris Iannetta",360,"COL",0.8,85,78,0.00941176470588235
2006,"Jeromy Burnitz",343,"PIT",-1.1,70,92,-0.0157142857142857
2006,"Carl Everett",343,"SEA",-0.8,78,84,-0.0102564102564103
2022,"Oneil Cruz",361,"PIT",1.4,58,104,0.0241379310344828
2014,"Josh Hamilton",381,"LAA",1.1,96,66,0.0114583333333333
2024,"Michael Massey",356,"KCR",1.5,91,71,0.0164835164835165
2019,"AJ Pollock",342,"LAD",0.5,107,55,0.00467289719626168
2019,"Josh Phegley",342,"OAK",0.1,97,65,0.00103092783505155
2017,"Andrew Romine",348,"DET",-0.6,67,95,-0.00895522388059702
2017,"Gorkys Hernández",348,"SFG",0.6,67,95,0.00895522388059702
2017,"Steve Pearce",348,"TOR",0,72,90,0
2002,"Ron Gant",353,"SDP",2.3,66,96,0.0348484848484848
2002,"Toby Hall",353,"TBR",0.7,58,103,0.0120689655172414
2007,"Darin Erstad",347,"CHW",0.7,67,95,0.0104477611940298
2010,"Yorvit Torrealba",363,"SDP",3.4,91,71,0.0373626373626374
2010,"Wilson Valdez",363,"PHI",0.5,95,67,0.00526315789473684
2010,"Darnell McDonald",363,"BOS",0.8,88,74,0.00909090909090909
2021,"Donovan Solano",344,"SFG",1.4,103,59,0.0135922330097087
2021,"Ronald Torreyes",344,"PHI",0.4,80,82,0.005
2003,"Juan Castro",348,"CIN",0.8,63,99,0.0126984126984127
2003,"David Bell",348,"PHI",0.1,90,72,0.00111111111111111
2008,"Juan Uribe",353,"CHW",0.3,89,74,0.00337078651685393
2008,"Edgar Gonzalez",353,"SDP",0.7,68,94,0.0102941176470588
2005,"Olmedo Saenz",352,"LAD",0.5,74,88,0.00675675675675676
2018,"Logan Morrison",359,"MIN",-0.7,77,85,-0.00909090909090909
2004,"Jason Michaels",346,"PHI",1.4,86,76,0.0162790697674419
2014,"Andre Ethier",380,"LAD",1,92,70,0.0108695652173913
2000,"Aaron Boone",332,"CIN",1.9,87,75,0.0218390804597701
2015,"Brayan Peña",367,"CIN",-0.4,69,93,-0.00579710144927536
2019,"Pedro Severino",341,"BAL",0.1,60,102,0.00166666666666667
2010,"Chris Johnson",362,"HOU",1,68,94,0.0147058823529412
2012,"Chris Young",363,"ARI",1.8,86,76,0.0209302325581395
2007,"Ross Gload",346,"KCR",0.3,74,88,0.00405405405405405
2003,"Corey Patterson",347,"CHC",2.5,85,77,0.0294117647058824
2013,"Yonder Alonso",375,"SDP",0.7,72,90,0.00972222222222222
2013,"Chris Young",375,"OAK",0.4,96,66,0.00416666666666667
2005,"Tony Womack",351,"NYY",-2.3,90,72,-0.0255555555555556
2005,"Brad Hawpe",351,"COL",-0.6,70,92,-0.00857142857142857
2023,"Nick Pratto",345,"KCR",-0.7,64,98,-0.0109375
2023,"Gabriel Arias",345,"CLE",0.5,77,85,0.00649350649350649
2018,"Mark Trumbo",358,"BAL",0.3,55,107,0.00545454545454545
2004,"Mark DeRosa",345,"ATL",-1.9,95,67,-0.02
2011,"Travis Hafner",368,"CLE",1.3,75,87,0.0173333333333333
2011,"Conor Jackson",368,"OAK",-0.1,77,85,-0.0012987012987013
2002,"Einar Díaz",351,"CLE",-0.9,72,90,-0.0125
2002,"Brandon Inge",351,"DET",-0.1,52,109,-0.00192307692307692
2012,"Chase Utley",362,"PHI",2.6,81,81,0.0320987654320988
2007,"Ramón Vázquez",345,"TEX",0.3,79,83,0.00379746835443038
2009,"Ryan Roberts",351,"ARI",1.8,75,87,0.024
2021,"George Springer",342,"TOR",2.6,99,63,0.0262626262626263
2003,"Juan Gonzalez",346,"TEX",1,69,93,0.0144927536231884
2003,"Miguel Olivo",346,"CHW",0.9,88,74,0.0102272727272727
2003,"Miguel Cabrera",346,"MIA",0.8,87,75,0.00919540229885057
2013,"Will Middlebrooks",374,"BOS",0.5,100,62,0.005
2005,"Matthew LeCroy",350,"MIN",0.6,84,78,0.00714285714285714
2016,"Eddie Rosario",354,"MIN",1.2,66,96,0.0181818181818182
2023,"Mitch Garver",344,"TEX",2.2,96,66,0.0229166666666667
2023,"Aledmys Díaz",344,"OAK",-0.4,49,113,-0.00816326530612245
2023,"Gavin Sheets",344,"CHW",-1.5,61,101,-0.0245901639344262
2023,"Blake Sabol",344,"SFG",0.4,76,86,0.00526315789473684
2024,"Will Brennan",353,"CLE",0.5,90,71,0.00555555555555556
2002,"Chris Woodward",350,"TOR",2.3,80,82,0.02875
2017,"Tim Beckham",345,"TBR",1.1,80,82,0.01375
2017,"Christian Vázquez",345,"BOS",2.9,93,69,0.0311827956989247
2012,"Rod Barajas",361,"PIT",-2.6,78,84,-0.0333333333333333
2012,"John Jaso",361,"SEA",2.4,77,85,0.0311688311688312
2013,"Wil Myers",373,"TBR",2.3,87,76,0.0264367816091954
2008,"John Bowker",350,"SFG",-0.8,68,94,-0.0117647058823529
2009,"Chris Iannetta",350,"COL",1.5,90,72,0.0166666666666667
2005,"Mike Lamb",349,"HOU",-0.8,91,71,-0.00879120879120879
2023,"Jorge Polanco",343,"MIN",1.4,93,69,0.0150537634408602
2022,"Matt Vierling",357,"PHI",0.2,87,75,0.00229885057471264
2006,"Gregg Zaun",339,"TOR",1.5,86,76,0.0174418604651163
2011,"Jack Hannahan",366,"CLE",2.4,75,87,0.032
2011,"Paul Janish",366,"CIN",-0.6,83,79,-0.0072289156626506
2001,"Olmedo Saenz",341,"OAK",-0.3,104,58,-0.00288461538461538
2010,"Mark Kotsay",359,"CHW",-1.2,86,76,-0.013953488372093
2012,"Ty Wigginton",360,"PHI",-0.5,81,81,-0.00617283950617284
2012,"Jordan Schafer",360,"HOU",-0.4,59,103,-0.00677966101694915
2017,"José Pirela",344,"SDP",1.8,59,103,0.0305084745762712
2013,"Melky Cabrera",372,"TOR",-0.2,77,85,-0.0025974025974026
2008,"Adam Lind",349,"TOR",0,93,69,0
2009,"Carlos Gómez",349,"MIN",1,86,77,0.0116279069767442
2014,"Colby Rasmus",376,"TOR",1.5,85,77,0.0176470588235294
2005,"Alex Cintron",348,"ARI",-0.2,66,96,-0.00303030303030303
2005,"Tino Martinez",348,"NYY",0.2,90,72,0.00222222222222222
2005,"Ryan Howard",348,"PHI",2.2,89,73,0.0247191011235955
2006,"Royce Clayton",338,"WSN",-0.1,70,92,-0.00142857142857143
2024,"Gabriel Moreno",351,"ARI",2.5,90,72,0.0277777777777778
2011,"Mike Moustakas",365,"KCR",0.3,78,84,0.00384615384615385
2011,"Alexi Casilla",365,"MIN",1.1,62,100,0.017741935483871
2001,"Desi Relaford",340,"NYM",2,73,89,0.0273972602739726
2000,"Carlos Guillen",328,"SEA",0.4,92,70,0.00434782608695652
2010,"Lance Berkman",358,"HOU",1.7,68,94,0.025
2012,"James Loney",359,"LAD",-0.7,86,76,-0.00813953488372093
2002,"Mark Grace",348,"ARI",-0.3,95,67,-0.00315789473684211
2002,"Bobby Kielty",348,"MIN",2.7,86,75,0.0313953488372093
2017,"Nick Williams",343,"PHI",0.4,72,90,0.00555555555555556
2017,"Carlos Asuaje",343,"SDP",0.7,59,103,0.011864406779661
2019,"Willie Calhoun",337,"TEX",0.3,75,87,0.004
2008,"Omar Infante",348,"ATL",0.7,79,83,0.00886075949367088
2003,"Juan Uribe",343,"COL",0.2,78,84,0.00256410256410256
2014,"Troy Tulowitzki",375,"COL",5.1,75,87,0.068
2021,"Adam Duvall",339,"MIA",1.1,72,90,0.0152777777777778
2021,"Harold Castro",339,"DET",-0.5,75,87,-0.00666666666666667
2005,"Jose Vidro",347,"WSN",1.2,77,85,0.0155844155844156
2005,"Aaron Miles",347,"COL",-0.8,70,92,-0.0114285714285714
2023,"Starling Marte",341,"NYM",-0.3,80,82,-0.00375
2023,"Jake Meyers",341,"HOU",1.2,93,69,0.0129032258064516
2022,"Bryan De La Cruz",355,"MIA",0.6,70,92,0.00857142857142857
2011,"Derrek Lee",364,"BAL",-0.1,67,95,-0.00149253731343284
2024,"Mike Tauchman",350,"CHC",1.1,88,74,0.0125
2015,"Lonnie Chisenhall",362,"CLE",1.5,84,77,0.0178571428571429
2010,"Aaron Rowand",357,"SFG",0,94,68,0
2001,"Benny Agbayani",339,"NYM",-0.3,73,89,-0.00410958904109589
2017,"Enrique Hernández",342,"LAD",0.7,102,60,0.00686274509803922
2014,"Mike Aviles",374,"CLE",-0.4,83,79,-0.00481927710843374
2008,"Damion Easley",347,"NYM",0,89,73,0
2008,"Ramón Vázquez",347,"TEX",0.9,76,86,0.0118421052631579
2022,"Carson Kelly",354,"ARI",0.6,77,85,0.00779220779220779
2022,"Jake McCarthy",354,"ARI",2.2,77,85,0.0285714285714286
2011,"David Freese",363,"STL",2.2,88,74,0.025
2015,"Mark Trumbo",361,"SEA",0.5,74,88,0.00675675675675676
2015,"Tyler Flowers",361,"CHW",2.4,72,90,0.0333333333333333
2024,"Justin Turner",349,"TOR",0.5,73,89,0.00684931506849315
2004,"Hee-Seop Choi",340,"MIA",1.5,83,79,0.0180722891566265
2012,"Mitch Moreland",357,"TEX",0.7,91,71,0.00769230769230769
2002,"Damion Easley",346,"DET",1,52,109,0.0192307692307692
2002,"Luis Rivas",346,"MIN",0.4,86,75,0.00465116279069767
2000,"Frank Catalanotto",326,"TEX",0.5,71,91,0.00704225352112676
2014,"Chris Iannetta",373,"LAA",2,96,66,0.0208333333333333
2019,"Mitch Moreland",335,"BOS",0.9,87,75,0.0103448275862069
2009,"Kelly Johnson",346,"ATL",0.5,91,71,0.00549450549450549
2007,"So Taguchi",340,"STL",0.4,71,91,0.00563380281690141
2003,"Gary Matthews",341,"SDP",1.9,66,96,0.0287878787878788
2003,"Chris Singleton",341,"OAK",-0.5,94,68,-0.00531914893617021
2018,"Russell Martin",352,"TOR",1.3,69,93,0.0188405797101449
2018,"Adam Frazier",352,"PIT",1.9,80,81,0.02375
2022,"Jose Trevino",353,"NYY",3.8,106,56,0.0358490566037736
2022,"Bobby Dalbec",353,"BOS",-0.2,76,86,-0.00263157894736842
2011,"Nate Schierholtz",362,"SFG",1.3,80,82,0.01625
2015,"Chris Colabello",360,"TOR",1.4,102,60,0.0137254901960784
2004,"Ty Wigginton",339,"NYM",1.2,76,86,0.0157894736842105
2006,"Greg Norton",335,"TBR",1.2,65,97,0.0184615384615385
2014,"Brayan Peña",372,"CIN",-0.1,79,83,-0.00126582278481013
2000,"Homer Bush",325,"TOR",-1.6,77,85,-0.0207792207792208
2008,"Mark Kotsay",345,"ATL",0.5,79,83,0.00632911392405063
2008,"Gabe Gross",345,"TBR",2.1,92,70,0.0228260869565217
2007,"Ryan Ludwick",339,"STL",2.1,71,91,0.0295774647887324
2003,"Shannon Stewart",340,"TOR",0.7,87,75,0.00804597701149425
2016,"Michael Conforto",348,"NYM",0.9,87,75,0.0103448275862069
2005,"Tike Redman",344,"PIT",-0.7,72,90,-0.00972222222222222
2022,"Abraham Toro",352,"SEA",-0.6,89,73,-0.00674157303370787
2023,"Cavan Biggio",338,"TOR",0.9,89,73,0.0101123595505618
2004,"Ruben Sierra",338,"NYY",0.2,89,73,0.00224719101123596
2010,"Melvin Mora",354,"COL",0.2,86,76,0.00232558139534884
2017,"Starling Marte",339,"PIT",1.2,74,88,0.0162162162162162
2000,"Henry Blanco",324,"MIL",1.7,73,89,0.0232876712328767
2009,"Ivan Rodriguez",344,"HOU",0.2,68,94,0.00294117647058824
2009,"Jeff Keppinger",344,"HOU",0.2,68,94,0.00294117647058824
2019,"Matt Adams",333,"WSN",-0.2,95,67,-0.00210526315789474
2019,"John Hicks",333,"DET",-1.2,49,112,-0.0244897959183673
2019,"JaCoby Jones",333,"DET",0.9,49,112,0.0183673469387755
2016,"Tommy Joseph",347,"PHI",0.5,62,100,0.00806451612903226
2005,"Magglio Ordonez",343,"DET",1.2,75,87,0.016
2005,"Mike Cameron",343,"NYM",2.1,89,73,0.0235955056179775
2005,"Jason Michaels",343,"PHI",3.6,89,73,0.0404494382022472
2022,"Albert Pujols",351,"STL",2,95,67,0.0210526315789474
2022,"Eric Haase",351,"DET",1.2,63,99,0.019047619047619
2022,"Tim Anderson",351,"CHW",2.2,78,84,0.0282051282051282
2023,"Drew Waters",337,"KCR",0.8,64,98,0.0125
2024,"Jake Cave",346,"COL",-0.3,59,103,-0.00508474576271186
2024,"Jake Bauers",346,"MIL",0,95,67,0
2013,"Jonny Gomes",366,"BOS",1.5,100,62,0.015
2004,"Jeff DaVanon",337,"LAA",2.1,91,71,0.0230769230769231
2012,"Josh Thole",354,"NYM",0.8,75,87,0.0106666666666667
2014,"Carl Crawford",370,"LAD",2.4,92,70,0.0260869565217391
2001,"Brent Abernathy",335,"TBR",0.7,61,101,0.0114754098360656
2001,"Abraham O. Nunez",335,"PIT",0.7,62,100,0.0112903225806452
2000,"Michael Tucker",323,"CIN",2.2,87,75,0.0252873563218391
2007,"Josh Hamilton",337,"CIN",2.3,75,87,0.0306666666666667
2018,"Curtis Granderson",349,"TOR",0.6,69,93,0.00869565217391304
2019,"Elias Díaz",332,"PIT",-1.4,68,94,-0.0205882352941176
2003,"Austin Kearns",338,"CIN",1,63,99,0.0158730158730159
2003,"Gary Bennett",338,"SDP",-0.1,66,96,-0.00151515151515152
2016,"Hyun Soo Kim",346,"BAL",1.5,84,78,0.0178571428571429
2022,"Luis González",350,"SFG",0.6,83,79,0.0072289156626506
2015,"Alexi Amarista",357,"SDP",-0.9,72,90,-0.0125
2023,"Manuel Margot",336,"TBR",0.5,100,62,0.005
2024,"Tyrone Taylor",345,"NYM",1.2,88,74,0.0136363636363636
2013,"Jordy Mercer",365,"PIT",1.2,88,74,0.0136363636363636
2012,"Adam Lind",353,"TOR",-0.1,74,88,-0.00135135135135135
2010,"Ramon Hernandez",352,"CIN",2.1,92,70,0.0228260869565217
2001,"Randy Velarde",334,"TEX",1.6,75,87,0.0213333333333333
2008,"Darin Erstad",342,"HOU",0.6,77,84,0.00779220779220779
2008,"Marcus Thames",342,"DET",-0.6,78,84,-0.00769230769230769
2009,"Aramis Ramirez",342,"CHC",2.1,84,77,0.025
2018,"Robinson Canó",348,"SEA",2.9,77,85,0.0376623376623377
2000,"Rondell White",322,"WSN",2.1,66,96,0.0318181818181818
2003,"Dan Wilson",337,"SEA",0,97,65,0
2011,"Shin-Soo Choo",358,"CLE",1.5,75,87,0.02
2016,"Dee Strange-Gordon",345,"MIA",0.7,78,83,0.00897435897435897
2022,"Andrew Velazquez",349,"LAA",0.1,76,86,0.00131578947368421
2015,"Chris Young",356,"NYY",0.8,88,74,0.00909090909090909
2023,"Kris Bryant",335,"COL",-1.2,60,102,-0.02
2023,"Ryan Jeffers",335,"MIN",2.3,93,69,0.0247311827956989
2012,"Justin Maxwell",352,"HOU",1.9,59,103,0.0322033898305085
2010,"Dustin Pedroia",351,"BOS",3.2,88,74,0.0363636363636364
2006,"Esteban German",331,"KCR",1.6,63,99,0.0253968253968254
2006,"Dan Johnson",331,"OAK",0.1,85,77,0.00117647058823529
2017,"Ronald Torreyes",336,"NYY",1.1,100,62,0.011
2017,"Adam Engel",336,"CHW",0.2,70,92,0.00285714285714286
2007,"Mark Teixeira",335,"TEX",2.1,79,83,0.0265822784810127
2007,"Norris Hopper",335,"CIN",2.3,75,87,0.0306666666666667
2011,"Magglio Ordonez",357,"DET",-1.3,89,73,-0.0146067415730337
2016,"Trevor Plouffe",344,"MIN",0.4,66,96,0.00606060606060606
2019,"Cheslor Cuthbert",330,"KCR",-0.8,64,98,-0.0125
2000,"Mark McGwire",321,"STL",4.6,91,71,0.0505494505494505
2015,"Caleb Joseph",355,"BAL",2.1,83,79,0.0253012048192771
2015,"Anthony Rendon",355,"WSN",1.1,89,73,0.0123595505617978
2015,"José Ramírez",355,"CLE",0.5,84,77,0.00595238095238095
2024,"Manuel Margot",343,"MIN",-0.2,82,80,-0.0024390243902439
2004,"Jerry Hairston",334,"BAL",1.1,82,80,0.0134146341463415
2002,"Damian Miller",340,"ARI",1.6,95,67,0.0168421052631579
2017,"Todd Frazier",335,"CHW",1.3,70,92,0.0185714285714286
2009,"Jerry Hairston",340,"CIN",0.3,76,86,0.00394736842105263
2007,"Craig Counsell",334,"MIL",0.6,83,79,0.0072289156626506
2007,"Travis Buck",334,"OAK",2.2,79,83,0.0278481012658228
2015,"Ben Paulsen",354,"COL",0.9,71,91,0.0126760563380282
2022,"Gilberto Celestino",347,"MIN",0.4,82,80,0.0048780487804878
2022,"Lars Nootbaar",347,"STL",2.5,95,67,0.0263157894736842
2005,"Richard Hidalgo",339,"TEX",0.2,82,80,0.0024390243902439
2000,"Charles Johnson",320,"BAL",3.1,71,91,0.0436619718309859
2021,"Yonathan Daza",331,"COL",0.3,75,86,0.004
2013,"Aaron Hill",362,"ARI",2,80,82,0.025
2024,"Francisco Alvarez",342,"NYM",1.9,88,74,0.0215909090909091
2012,"Logan Forsythe",350,"SDP",1.4,75,87,0.0186666666666667
2001,"Tony Batista",331,"BAL",1.8,67,94,0.026865671641791
2001,"Mike Darr",331,"SDP",1.3,79,83,0.0164556962025316
2018,"Lucas Duda",345,"KCR",-0.2,62,100,-0.0032258064516129
2011,"Scott Sizemore",355,"OAK",1.6,77,85,0.0207792207792208
2015,"Aaron Hill",353,"ARI",-0.1,82,80,-0.00121951219512195
2007,"Nelson Cruz",333,"TEX",-0.1,79,83,-0.00126582278481013
2016,"Luis Valbuena",342,"HOU",1.9,83,79,0.0228915662650602
2016,"Sean Rodríguez",342,"PIT",2.4,78,83,0.0307692307692308
2019,"Tim Beckham",328,"SEA",0.1,69,93,0.00144927536231884
2000,"Wiki Gonzalez",319,"SDP",0.7,75,87,0.00933333333333333
2021,"Rafael Ortega",330,"CHC",1.6,68,94,0.0235294117647059
2014,"Logan Morrison",365,"SEA",0.8,91,71,0.00879120879120879
2024,"Travis d'Arnaud",341,"ATL",1.8,92,70,0.0195652173913043
2024,"Lane Thomas",341,"WSN",1,70,92,0.0142857142857143
2024,"TJ Friedl",341,"CIN",0.2,82,80,0.0024390243902439
2024,"Tyler Fitzgerald",341,"SFG",3,80,82,0.0375
2023,"Christian Bethancourt",332,"TBR",0.4,100,62,0.004
2023,"Joey Gallo",332,"MIN",0.8,93,69,0.00860215053763441
2010,"Alex Gonzalez",348,"TOR",2.5,84,78,0.0297619047619048
2010,"Justin Morneau",348,"MIN",4.9,92,70,0.0532608695652174
2011,"Stephen Drew",354,"ARI",1.6,88,74,0.0181818181818182
2008,"Paul Bako",338,"CIN",1.6,72,90,0.0222222222222222
2015,"Clint Robinson",352,"WSN",0.6,89,73,0.00674157303370787
2016,"Justin Smoak",341,"TOR",-0.4,91,71,-0.0043956043956044
2013,"Rajai Davis",360,"TOR",1.2,77,85,0.0155844155844156
2003,"Ramon Martinez",333,"CHC",-0.4,85,77,-0.00470588235294118
2019,"Brandon Lowe",327,"TBR",1.9,93,69,0.0204301075268817
2019,"Garrett Hampson",327,"COL",-0.2,71,91,-0.0028169014084507
2014,"Danny Espinosa",364,"WSN",0.6,97,65,0.00618556701030928
2014,"Kevin Kiermaier",364,"TBR",2.8,79,83,0.0354430379746835
2000,"David Justice",318,"NYY",3.2,85,76,0.0376470588235294
2024,"Ty France",340,"SEA",-0.3,89,73,-0.00337078651685393
2010,"Xavier Nady",347,"CHC",-0.7,73,89,-0.00958904109589041
2018,"Wil Myers",343,"SDP",1.4,65,97,0.0215384615384615
2008,"Alfredo Amezaga",337,"MIA",1.2,81,80,0.0148148148148148
2008,"Ronnie Belliard",337,"WSN",1.5,62,99,0.0241935483870968
2009,"Laynce Nix",337,"CIN",1.2,76,86,0.0157894736842105
2017,"Bradley Zimmer",332,"CLE",1,108,54,0.00925925925925926
2015,"Troy Tulowitzki",351,"COL",1.2,71,91,0.0169014084507042
2015,"Gerardo Parra",351,"MIL",2.4,72,90,0.0333333333333333
2013,"Omar Quintanilla",359,"NYM",0.1,74,88,0.00135135135135135
2022,"Luke Voit",344,"SDP",0.5,86,76,0.00581395348837209
2022,"Wander Franco",344,"TBR",2.2,87,75,0.0252873563218391
2024,"Kyle Tucker",339,"HOU",4.2,90,71,0.0466666666666667
2012,"Omar Infante",347,"MIA",2.1,68,94,0.0308823529411765
2010,"Cristian Guzman",346,"WSN",0.3,72,90,0.00416666666666667
2023,"Nick Senzel",330,"CIN",-0.5,77,85,-0.00649350649350649
2023,"Oswaldo Cabrera",330,"NYY",-0.9,78,84,-0.0115384615384615
2002,"Chuck Knoblauch",336,"KCR",-0.8,67,95,-0.0119402985074627
2009,"Casey Kotchman",336,"ATL",0.8,91,71,0.00879120879120879
2009,"Willy Aybar",336,"TBR",0.3,86,76,0.00348837209302326
2009,"Fred Lewis",336,"SFG",1.2,86,76,0.013953488372093
2015,"Randal Grichuk",350,"STL",3,96,66,0.03125
2017,"Cameron Rupp",331,"PHI",-0.2,72,90,-0.00277777777777778
2013,"Daniel Descalso",358,"STL",0.1,101,61,0.00099009900990099
2022,"Jesús Sánchez",343,"MIA",0.5,70,92,0.00714285714285714
2014,"Mark Trumbo",362,"ARI",-0.5,67,95,-0.00746268656716418
2014,"Jon Singleton",362,"HOU",-0.9,71,91,-0.0126760563380282
2005,"Mark Bellhorn",335,"BOS",0.6,90,72,0.00666666666666667
2005,"Wily Mo Peña",335,"CIN",-0.4,75,87,-0.00533333333333333
2003,"D'Angelo Jimenez",331,"CIN",1.8,63,99,0.0285714285714286
2012,"Jonathan Lucroy",346,"MIL",5.6,85,77,0.0658823529411765
2021,"Juan Lagares",327,"LAA",-0.5,73,89,-0.00684931506849315
2021,"David Bote",327,"CHC",-0.3,68,94,-0.00441176470588235
2023,"Yuli Gurriel",329,"MIA",-0.4,75,87,-0.00533333333333333
2023,"Will Benson",329,"CIN",1.9,77,85,0.0246753246753247
2023,"Nick Allen",329,"OAK",-0.3,49,113,-0.00612244897959184
2023,"Zach Neto",329,"LAA",1.1,73,89,0.0150684931506849
2002,"Raul Mondesi",335,"TOR",-0.5,80,82,-0.00625
2011,"Aaron Rowand",351,"SFG",0.6,80,82,0.0075
2011,"Laynce Nix",351,"WSN",0.5,78,83,0.00641025641025641
2006,"Mike Napoli",325,"LAA",2.5,84,78,0.0297619047619048
2014,"Wilson Ramos",361,"WSN",1,97,65,0.0103092783505155
2014,"Wil Myers",361,"TBR",-0.1,79,83,-0.00126582278481013
2016,"Chris Iannetta",338,"SEA",-0.7,87,75,-0.00804597701149425
2007,"Mike Piazza",329,"OAK",-0.3,79,83,-0.00379746835443038
2005,"Kelly Johnson",334,"ATL",1.5,91,71,0.0164835164835165
2003,"Josh Bard",330,"CLE",0.8,73,89,0.010958904109589
2024,"Miguel Rojas",337,"LAD",2.8,96,66,0.0291666666666667
2024,"Jake Rogers",337,"DET",2.2,85,77,0.0258823529411765
2010,"Ronny Paulino",344,"MIA",0.2,81,81,0.00246913580246914
2021,"Edmundo Sosa",326,"STL",2,85,77,0.0235294117647059
2004,"Doug Mientkiewicz",328,"MIN",-0.1,87,75,-0.00114942528735632
2002,"Andres Galarraga",334,"WSN",-0.7,83,79,-0.00843373493975904
2018,"Daniel Robertson",340,"TBR",2.8,89,73,0.0314606741573034
2013,"Skip Schumaker",356,"LAD",-0.8,89,73,-0.00898876404494382
2014,"Tommy La Stella",360,"ATL",0.2,78,84,0.00256410256410256
2008,"Doug Mientkiewicz",334,"PIT",0.8,67,95,0.0119402985074627
2008,"Elijah Dukes",334,"WSN",2.7,62,99,0.0435483870967742
2008,"Brandon Boggs",334,"TEX",1,76,86,0.0131578947368421
2022,"Leody Taveras",341,"TEX",1.2,77,85,0.0155844155844156
2016,"Jarrod Dyson",337,"KCR",2.3,77,85,0.0298701298701299
2007,"Jason Tyner",328,"MIN",0.6,80,82,0.0075
2003,"Fred McGriff",329,"LAD",0.4,83,79,0.00481927710843374
2012,"Jayson Werth",344,"WSN",1.4,96,66,0.0145833333333333
2012,"Kevin Youkilis",344,"CHW",1.6,88,74,0.0181818181818182
2012,"Luke Scott",344,"TBR",0,95,67,0
2012,"Joaquin Arias",344,"SFG",0.6,88,74,0.00681818181818182
2012,"Andy Dirks",344,"DET",1.8,87,75,0.0206896551724138
2024,"Bo Bichette",336,"TOR",0.3,73,89,0.00410958904109589
2024,"James Wood",336,"WSN",1.2,70,92,0.0171428571428571
2019,"Eric Sogard",323,"TOR",2.5,71,91,0.0352112676056338
2021,"Niko Goodrum",325,"DET",1,75,87,0.0133333333333333
